,Variable,Unit,Aggregation,czo_id,Discipline
1812,phosphorus,ugl ,total,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1813,suspended sediment,mgl ,total,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1814,tritium,,stddev,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1815,tritium,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1816,Yttrium-89,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1817,ytterbium-174,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1818,year na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1819,zinc-64,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1820,precipitation,mm ,,6421,Climatology / Meteorology|Hydrology
1821,time stamp,,,6421,Climatology / Meteorology|Hydrology
1822,discharge,ls ,,6470,Hydrology
1823,runoff,mmhr,,6470,Hydrology
1824,gis layer with canopy height m,,,6475,GIS / Remote Sensing|Biology / Ecology
1825,eddy covariance measurements,,,6486,Climatology / Meteorology|Biogeochemistry
1826,ndvi,,,6487,Biogeochemistry|Soil Science / Pedology
1827,coarse fraction,,,6488,Biogeochemistry|Soil Science / Pedology
1828,soil organic carbon,,,6488,Biogeochemistry|Soil Science / Pedology
1829,soil thickness,,,6488,Biogeochemistry|Soil Science / Pedology
1830,topography,,,6488,Biogeochemistry|Soil Science / Pedology
1831,air temperature,,maximum,6521,Climatology / Meteorology
1832,air temperature,,minimum,6521,Climatology / Meteorology
1833,et evapotranspiration,,,6521,Climatology / Meteorology
1834,solar radiation,,total,6521,Climatology / Meteorology
1835,precipitation,,,6522,Climatology / Meteorology
1836,qcode,,,6522,Climatology / Meteorology
1837,relative humidity,,maximum,6522,Climatology / Meteorology
1838,relative humidity,,minimum,6522,Climatology / Meteorology
1839,solradposs,,,6522,Climatology / Meteorology
1840,stationcode,,,6522,Climatology / Meteorology
1841,wind speed,,maximum,6522,Climatology / Meteorology
1842,wsscalavg,,,6522,Climatology / Meteorology
1843,qdays qualifying days,,,6523,Climatology / Meteorology
1844,air temperature,,average,6524,Climatology / Meteorology|Hydrology
1845,date,,,6524,Climatology / Meteorology|Hydrology
1846,hour,,,6524,Climatology / Meteorology|Hydrology
1847,julian day,,,6524,Climatology / Meteorology|Hydrology
1848,relative humidity,,average,6524,Climatology / Meteorology|Hydrology
1849,year,,,6524,Climatology / Meteorology|Hydrology
1850,airtcavg,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1851,airtcmax,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1852,airtcmin,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1853,battery voltage,,minimum,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1854,cnrwm2avg,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1855,datetime,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1856,dtavg,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1857,nrwm2avg,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1858,rain,mm ,total,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1859,record number,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1860,relative humidity,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1861,soileb,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1862,soil electrical conductivity,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1863,soilt,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1864,soilvwc,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1865,tcdtavg,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1866,wind direction,,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1867,windspeed,ms ,average,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1868,wind speed,meterspersecond ,maximum,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1869,wind speed,meterspersecond ,minimum,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1870,none,,,6541,Hydrology
1871,common name,,,6565,Hydrology
1872,depositional habitat,,,6565,Hydrology
1873,erosional habitat,,,6565,Hydrology
1874,family,,,6565,Hydrology
1875,genusspecies,,,6565,Hydrology
1876,group,,,6565,Hydrology
1877,latitude,,,6568,All Disciplines
1878,longitude,,,6568,All Disciplines
