,Variable,Unit,Aggregations,czo_id,Discipline
1730,delta oxygen18 stddev,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1731,descp no na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1732,deuterium excess per mill,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1733,dissolved inorganic c,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1734,dissolved org carbon,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1735,dissolved org carbon,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1736,dissolved org nitrogen,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1737,dissolved org phosphorus,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1738,dissolved oxygen,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1739,dissolved oxygen,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1740,dy164,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1741,electrical conductivity,uscm,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1742,er166,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1743,europium-153,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1744,evaporated na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1745,f,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1746,iron,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1747,fe56,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1748,filter poresize na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1749,gage height,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1750,gd157,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1751,h,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1752,ho165,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1753,hour na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1754,id na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1755,inorganic nitrogen,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1756,inorganic phosphorus,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1757,potassium,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1758,lanthanum-139,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1759,location na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1760,lutetium-175,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1761,method na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1762,method code,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1763,magnesium,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1764,magnesium-25,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1765,minute na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1766,manganese,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1767,manganese-55 micrograms per liter,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1768,month na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1769,sodium,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1770,sodium-23 micrograms per liter,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1771,nd145,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1772,ammonium ,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1773,nickel-60 micrograms per liter,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1774,nitrogen dioxide,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1775,nitrate,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1776,particulate n,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1777,particulate org c,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1778,particulate p,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1779,lead-208,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1780,ph,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1781,phosphate,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1782,praseodymium-141,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1783,record count na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1784,sample id na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1785,sample preparation na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1786,sample code,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1787,sample date,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1788,sampletype na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1789,sampling date jd na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1790,sampling method na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1791,samplingnote na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1792,silicon,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1793,silicon-28,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1794,silicon-28,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1795,silica,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1796,sitecode,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1797,samarium-147,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1798,sulfate,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1799,specific conductivity scm,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1800,strontium,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1801,storagetimedays na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1802,terbium-159,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1803,temperature,degreescelsius,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1804,time collected hhmm,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1805,time na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1806,tm169,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1807,total dissolved nitrogen,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1808,total dissolved phosphorus,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1809,total dissolved phosphorus,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1810,total inorganic c,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1811,total nitrogen,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1812,total organic carbon,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1813,total phosphorus,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1814,total suspended sediment,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1815,tritium stddev,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1816,tritium,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1817,Yttrium-89,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1818,ytterbium-174,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1819,year na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1820,zinc-64,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1821,precipitation,mm,,6421,Climatology / Meteorology|Hydrology
1822,time stamp,NaN,,6421,Climatology / Meteorology|Hydrology
1823,discharge,ls,,6470,Hydrology
1824,runoff mmhr,NaN,,6470,Hydrology
1825,gis layer with canopy height m,NaN,,6475,GIS / Remote Sensing|Biology / Ecology
1826,eddy covariance measurements,NaN,,6486,Climatology / Meteorology|Biogeochemistry
1827,ndvi,NaN,,6487,Biogeochemistry|Soil Science / Pedology
1828,coarse fraction,NaN,,6488,Biogeochemistry|Soil Science / Pedology
1829,soil organic carbon,NaN,,6488,Biogeochemistry|Soil Science / Pedology
1830,soil thickness,NaN,,6488,Biogeochemistry|Soil Science / Pedology
1831,topography,NaN,,6488,Biogeochemistry|Soil Science / Pedology
1832,air temperature maximum,NaN,,6521,Climatology / Meteorology
1833,minimum air temperature,NaN,,6521,Climatology / Meteorology
1834,et evapotranspiration,NaN,,6521,Climatology / Meteorology
1835,total solar radiation,NaN,,6521,Climatology / Meteorology
1836,precipitation,NaN,,6522,Climatology / Meteorology
1837,qcode,NaN,,6522,Climatology / Meteorology
1838,maximum relative humidity,NaN,,6522,Climatology / Meteorology
1839,minimum relative humidity,NaN,,6522,Climatology / Meteorology
1840,solradposs,NaN,,6522,Climatology / Meteorology
1841,stationcode,NaN,,6522,Climatology / Meteorology
1842,maximum wind speed,NaN,,6522,Climatology / Meteorology
1843,wsscalavg,NaN,,6522,Climatology / Meteorology
1844,qdays qualifying days,NaN,,6523,Climatology / Meteorology
1845,average air temperature,NaN,,6524,Climatology / Meteorology|Hydrology
1846,date,NaN,,6524,Climatology / Meteorology|Hydrology
1847,hour,NaN,,6524,Climatology / Meteorology|Hydrology
1848,julian day,NaN,,6524,Climatology / Meteorology|Hydrology
1849,average relative humidity,NaN,,6524,Climatology / Meteorology|Hydrology
1850,year,NaN,,6524,Climatology / Meteorology|Hydrology
1851,airtcavg,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1852,airtcmax,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1853,airtcmin,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1854,minimum battery voltage,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1855,cnrwm2avg,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1856,datetime,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1857,dtavg,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1858,nrwm2avg,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1859,rain total,mm,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1860,record number,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1861,relative humidity,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1862,soileb,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1863,soil electrical conductivity,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1864,soilt,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1865,soilvwc,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1866,tcdtavg,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1867,wind direction,NaN,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1868,average windspeed,ms,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1869,maximum wind speed,meterspersecond,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1870,minimum wind speed,meterspersecond,,6526,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1871,none,NaN,,6541,Hydrology
1872,common name,NaN,,6565,Hydrology
1873,depositional habitat,NaN,,6565,Hydrology
1874,erosional habitat,NaN,,6565,Hydrology
1875,family,NaN,,6565,Hydrology
1876,genusspecies,NaN,,6565,Hydrology
1877,group,NaN,,6565,Hydrology
1878,latitude,NaN,,6568,All Disciplines
1879,longitude,NaN,,6568,All Disciplines
